id,document,category,question,ground_truth,generated_answer,answer_relevancy,faithfulness,context_precision,context_recall,sources_meta
MET-03,Metodologija provođenja energetskog pregleda zgrada 2021,Energetska učinkovitost,Koje mjere povećanja energetske učinkovitosti obuhvaća građevinska (vanjska) ovojnica zgrade prema Metodologiji 2021?,"Mjere energetske učinkovitosti na vanjskoj ovojnici zgrade obuhvaćaju toplinsku izolaciju vanjskih zidova, ravnih krovova, kosih krovova i stropova prema provjetravanom tavanu, zidova prema negrijanim prostorima, stropova iznad vanjskog zraka, zidova i podova prema tlu te toplinskih mostova; brtvljenje i izmjenu stolarije/bravarije; toplinsku izolaciju kutija za rolete te ugradnju zaštite od Sunčevog zračenja. To su sve mjere na građevinskoj ovojnici koje doprinose smanjenju potrebne energije za grijanje i hlađenje zgrade."," Koje mjere povećanja energetske učinkovitosti obuhvaća građevinska (vanjska) ovojnica zgrade prema Metodologiji 2021 nisu izričito navedene. Međutim, u odjeljku 6.1.3. ""Popis mjera povećanja energetske učinkovitosti - termotehnički sustavi"" na str. 198 navode se mjere za sustave grijanja i pripreme potrošne tople vode, među kojima su i mjere koje se odnose na izvor energije (korištenje alternativnih/obnovljivih izvora energije - biomasa, energija Sunčevog zračenja, geotermalna energija, kogeneracija/trigeneracija). Ako se radi o građevinskoj (vanjoj) ovojnici, možda bi mogle biti primjenjene neke od tih mjera, ali to nije eksplicitno navedeno u kontekstu.

Izvor: [Metodologija provođenja energetskog pregleda zgrada 2021], str. 198; [Metodologija provođenja energetskog pregleda zgrada 2021], str. 2; [Metodologija provođenja energetskog pregleda zgrada 2021], str. 192",0.0,0.8333,0.5,1.0,"[{'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 198, 'kategorija': 'Obnovljivi izvori energije'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 2, 'kategorija': 'Energetski pregled zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 192, 'kategorija': 'Obnovljivi izvori energije'}]"
MET-04,Metodologija provođenja energetskog pregleda zgrada 2021,Energetska učinkovitost,Za koje sustave i uz koji prag nazivne snage je prema Metodologiji 2021 obvezan redoviti pregled sustava grijanja i hlađenja prostora?,"Redoviti pregled sustava grijanja prostora obvezno se provodi za sve dostupne dijelove centralnog sustava grijanja ili kombiniranog sustava grijanja i prisilne ventilacije/klimatizacije nazivne toplinske snage veće od 70 kW (izvor toplinske energije, cirkulacijske crpke i sustav regulacije). Redoviti pregled sustava hlađenja prostora obvezan je za centralne sustave hlađenja nazivne rashladne snage veće od 70 kW. Kod više centralnih izvora koji rade zajednički, ukupna se nazivna snaga računa kao zbroj pojedinačnih snaga."," Prema Metodologiji provođenja energetskog pregleda zgrada 2021, obvezan je redoviti pregled sustava grijanja i hlađenja prostora za sve sustave koji se koriste za ostvarivanje grijanja i hlađenja prostora u zgradi. To su:

1. Sobni sustav (radijatori, ventilokonvektori, po vršinski sustavi grijanja, ...)
2. GViK sustav (klima komora s grijačem)
3. Sobni i GViK sustav
4. Hlađenje prostora zgrade može se ostvariti:
   - sobnim sustavom (ventilokonvektori, površinski sustavi hlađenja, ...)
   - GViK sustav (klima komora s hladnjakom)
   - sobnim i GViK sustavom

Izvor: [Metodologija provođenja energetskog pregleda zgrada 2021], str. 271, 272, 274",0.4387,1.0,1.0,0.6667,"[{'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 274, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 272, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 271, 'kategorija': 'Mjere obnove zgrada'}]"
VEN-01,"Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada",Tehnički propisi,Koje uvjete moraju ispunjavati tehnička svojstva sustava ventilacije prema Tehničkom propisu o sustavima ventilacije?,"Tehnička svojstva sustava ventilacije moraju biti takva da tijekom trajanja zgrade podnesu utjecaje uobičajene uporabe i okoliša tako da se u slučaju požara spriječi širenje vatre i dima unutar zgrade i na susjedne građevine, da se zadovolje uvjeti kvalitete zraka i spriječi sakupljanje vlage, da se izbjegnu moguće ozljede korisnika te da razina buke ne ugrožava zdravlje i osigurava noćni mir. Kod sustava s procesom grijanja zraka, djelomične klimatizacije i klimatizacije dodatno se moraju osigurati zadovoljavajući toplinski uvjeti uz potrošnju energije jednaku ili nižu od propisane."," Prema Tehničkom propisu o sustavima ventilacije, djelomične klimatizacije i klimatizaciji zgrada (str. 8), tehnička svojstva sustava ventilacije moraju ispunjavati sljedeće uvjete:

1. Ispune sve uvjete iz stavka 1. ovoga članka, što znači da mora biti osiguran noćni mir i zadovoljavajući uvjeti za odmor i rad te da se sustavima spriječi širenje buke između pojedinih prostora u zgradi.
2. Osiguraju zadovoljavajuće toplinske uvjete u zgradi uz potrošnju energije jednaku ili nižu od potrošnje određene posebnim propisom.

Izvor: Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada, str. 8",0.7412,1.0,0.5,1.0,"[{'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 6, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 8, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 276, 'kategorija': 'Mjere obnove zgrada'}]"
VEN-02,"Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada",Tehnički propisi,Što mora sadržavati strojarski projekt sustava ventilacije kao sastavni dio glavnog projekta zgrade prema Tehničkom propisu?,"Strojarski projekt sustava mora u tehničkom opisu sadržavati opis rada sustava i procesa gospodarenja energijom, utjecaj sustava na okoliš (buka, vibracije, zagađenost, povrat topline), rješenje ugradnje i pričvršćenja na nosivu konstrukciju, određivanje dijelova za sprječavanje širenja vatre i dima te uvjete održavanja. U proračunima mora sadržavati termodinamički proračun toplinskih opterećenja, proračun tehničkih svojstava komponenata, hidrauličke proračune vodnih i zračnih sustava te proračun sustava povrata energije za uređaje s količinom vanjskog zraka većom od 2 500 m³/h."," Strojarski projekt sustava ventilacije kao sastavni dio glavnog projekta zgrade treba sadržavati sljedeće:
1. Položaj prodora i prolaza ventilacijskih kanala i cijevnog razvoda energetskih medija u zgradi (Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada, str. 12).
2. Položaj ulaznih i izlaznih otvora ventilacijskih kanala (Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada, str. 12).
Izvor: [Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada], str. 12",0.5434,1.0,0.0,1.0,"[{'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 9, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 12, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 22, 'kategorija': 'Mjere obnove zgrada'}]"
VEN-03,"Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada",Tehnički propisi,Što nadzorni inženjer mora provjeriti neposredno prije početka izvođenja sustava ventilacije prema Prilogu B Tehničkog propisa?,"Nadzorni inženjer mora neposredno prije početka izvođenja sustava provjeriti postoji li isprava o sukladnosti u skladu s posebnim propisima za građevne, strojarske i druge proizvode koji se ugrađuju te jesu li iskazana svojstva sukladna zahtjevima iz projekta zgrade; provjeriti jesu li ti proizvodi ugrađeni u skladu s projektom zgrade i/ili tehničkom uputom za ugradnju i uporabu, s Prilogom A propisa i odredbama posebnih propisa; te dokumentirati nalaze svih provedenih provjera zapisom u građevinski dnevnik."," Nadzorni inženjer mora provjeriti sljedeće neposredno prije početka izvođenja sustava ventilacije prema Prilogu B Tehničkog propisa:
1. Položaj prodora i prolaza ventilacijskih kanala i cijevnog razvoda energetskih medija u zgradi (Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada, str. 12).
2. Položaj ulaznih i izlaznih otvora ventilacijskih kanala (Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada, str. 12).
Izvor: Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada, str. 12

U slučaju jednobrzinskih crpki sustava grijanja i PTV-a s elektronskim, potrebno je obratiti pažnju na izračunate uštede kako se uštede ne bi računale dva puta (Metodologija provođenja energetskog pregleda zgrada 2021, str. 206).
Izvor: Metodologija provođenja energetskog pregleda zgrada 2021, str. 206",0.6305,1.0,0.3333,1.0,"[{'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 24, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 206, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 12, 'kategorija': 'Mjere obnove zgrada'}]"
VEN-04,"Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada",Tehnički propisi,Koliko se često provode redoviti pregledi sustava ventilacije tijekom održavanja i za koje je sustave ispitivanje obvezno prema Tehničkom propisu?,"Učestalost redovitih pregleda u svrhu održavanja sustava provodi se sukladno zahtjevima projekta zgrade, ali ne rjeđe od jednom godišnje. Ispitivanje sustava tijekom održavanja obvezno je za sustave ogrjevnog učina preko 20 kW i rashladnog učina preko 12 kW. Prigodom pregleda sustav se obvezno čisti i dezinficira."," Redoviti pregledi sustava ventilacije nisu izričito navođeni u priloženim dokumentima kao dio redovitog održavanja zgrade. Međutim, prema [Tehničkom propisu o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada](https://narodne-novine.nncrt.hr/clanak/visina/1870239), sustavi moraju imati tehnička svojstva propisana člankom 11 ovoga Propisa, a nakon rekonstrukcije odnosno adaptacije zgrade, sustavi moraju imati tehnička svojstva propisana člankom 9 stavkom 1. i 2., te člankom 11 ovoga Propisa (III. PROJEKTIRANJE SUSTAVA, Članak 13). Ovaj propis ne navodi frekvenciju redovitih pregleda sustava ventilacije, ali se može zaključiti da su redoviti pregledi sustava ventilacije dio projektnog planiranja i izvođenja rekonstrukcije ili adaptacije zgrade.

Zaključak: Redoviti pregledi sustava ventilacije nisu izričito navođeni kao dio redovitog održavanja zgrade u priloženim dokumentima, ali se može zaključiti da su redoviti pregledi sustava ventilacije dio projektnog planiranja i izvođenja rekonstrukcije ili adaptacije zgrade.

Izvor: [Metodologija provođenja energetskog pregleda zgrada 2021, str. 276], [Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada, str. 9]",0.0,1.0,0.3333,0.6667,"[{'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 277, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 9, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 276, 'kategorija': 'Mjere obnove zgrada'}]"
JPO-01,Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25),Financiranje i potpore,Tko može biti korisnik sredstava i koje uvjete mora ispuniti prijavitelj na Javni poziv EnU-6/25?,"Korisnici sredstava mogu biti fizičke osobe – građani, vlasnici ili suvlasnici obiteljske kuće koji u trenutku puštanja fotonaponske elektrane u pogon imaju prebivalište na adresi i mjestu kuće. Prijavitelj mora uložiti vlastita sredstva, nemati dospjelih nepodmirenih dugovanja prema Fondu te dostaviti svu obveznu dokumentaciju sukladno Pozivu."," Korisnici sredstava Javnog poziva EnU-6/25 su fizičke osobe – građani, vlasnici ili suvlasnici obiteljske kuće koja ima prebivalište na adresi i mjestu kuće. Ako je jedan od suvlasnika obiteljske kuće Republika Hrvatska (RH) ili jedinica lokalne, područne (regionalne) samouprave (JLP(R)S), korisnici mogu biti i fizičke osobe – građani koji su suvlasnici 50% i više bruto podne površine obiteljske kuće. Međutim, fizičke osobe – građani koji 50% i više bruto podne površine obiteljske kuće koriste za obavljanje gospodarske djelatnosti ne mogu biti korisnici sredstava Fonda. Prijavitelj mora biti isključivo vlasnik/suvlasnik etažnog dijela na koji se odnosi OMM.

Izvor: [Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25), str. 2, 3, 7]",0.0,1.0,0.5,0.5,"[{'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 6, 'kategorija': 'Financiranje i potpore'}, {'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 2, 'kategorija': 'Financiranje i potpore'}, {'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 7, 'kategorija': 'Financiranje i potpore'}]"
JPO-02,Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25),Financiranje i potpore,Koji je minimalni stupanj korisnog djelovanja fotonaponskih modula za prihvatljivost sufinanciranja prema Javnom pozivu EnU-6/25?,Za sufinanciranje su prihvatljivi ugrađeni fotonaponski sunčani moduli stupnja korisnog djelovanja od najmanje 18%.," Minimalni stupanj korisnog djelovanja fotonaponskih sunčanih modula za prihvatljivost sufinanciranja prema Javnom pozivu EnU-6/25 mora biti najmanje 18%.
Izvor: [Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25), str. 1]",0.4819,0.6667,1.0,1.0,"[{'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 3, 'kategorija': 'Financiranje i potpore'}, {'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 1, 'kategorija': 'Financiranje i potpore'}]"
JPO-03,Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25),Financiranje i potpore,Koji je iznos potpore po kW i maksimalni udio sufinanciranja opravdanih troškova prema Javnom pozivu EnU-6/25?,"Sredstva se dodjeljuju u visini od 600 eura po kW nazivne snage ugrađene fotonaponske elektrane, a najviše do 50% opravdanih troškova Projekta."," Odgovor:

1. Potpora za proizvodne postrojenje iz obnovljive energije je moguće dobiti putem zajamčenog otkupnog cijena (ZOC) ili Ugovora o tržišnoj premiji (TP). Kod ugovora o TP sa HROTE-om, proizvođač prodaje energiju na tržištu, a HROTE ga financira.
2. Zakon o obnovljivim izvorima energije i visokoučinkovitoj kogeneraciji navodi da se ne postupa diskriminirajuće prema zajednicama obnovljive energije, a sudjelovanje u njima je dostupno svim potrošačima, uključujući one s niskim prihodima ili ranjivim kućanstvima.
3. Prema Zakonu o obnovljivim izvorima energije i visokoučinkovitoj kogeneraciji, poduzetnik mora biti u redovitom poslovnom stanju prema posebnim propisima i ne smije imati dugove ili nedoplatene dugove temeljem odluke Europske komisije o nezakonitosti ili nespojivosti potpore s unutarnjim tržištem.
4. Operator tržišta energije mora javno objaviti popis poduzetnika koji plaćaju umanjenu naknadu za obnovljive izvore energije i kogeneraciju te podnijeti Ministarstvu i Agenciji godišnje izvješće o prikupljanju, obračunu i razdiobi sredstava za isplatu poticaja iz članka 29. ovoga Zakona te o provedbi svojih obveza utvrđenih ovim Zakonom.
5. Iznos potpore po kW i maksimalni udio sufinanciranja opravdanih troškova nisu navedeni u kontekstu, ali se može pretpostaviti da se to odnosi na Javnom pozivu EnU-6/25. Da bi se dobili precizniji podaci, potrebno je pronaći informacije iz tog javnog poziva.

Izvor: [Priručnik o postupcima ishođenja dozvola za izgradnju proizvodnog postrojenja iz obnovljive energije - Električna energija, str. 93], [Zakon o obnovljivim izvorima energije i visokoučinkovitoj kogeneraciji, str. 54, 50, 111 Narodne novine, broj 28/23]",0.0,0.7143,0.0,0.0,"[{'naziv_dokumenta': 'Priručnik o postupcima ishođenja dozvola za izgradnju proizvodnog postrojenja iz obnovljive energije - Električna energija', 'stranica': 93, 'kategorija': 'Obnovljivi izvori energije'}, {'naziv_dokumenta': 'Zakon o obnovljivim izvorima energije i visokoučinkovitoj kogeneraciji', 'stranica': 54, 'kategorija': 'Obnovljivi izvori energije'}, {'naziv_dokumenta': 'Zakon o obnovljivim izvorima energije i visokoučinkovitoj kogeneraciji', 'stranica': 50, 'kategorija': 'Obnovljivi izvori energije'}]"
JPO-04,Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25),Financiranje i potpore,U kojem roku i na koji način Fond isplaćuje odobrena sredstva korisniku prema Javnom pozivu EnU-6/25?,"Fond odobrena sredstva isplaćuje jednokratno na IBAN korisnika, u roku od 30 dana od dana stupanja na snagu Odluke o odabiru korisnika i dodjeli sredstava."," Odgovor: Uzimajući u obzir priložene dokumente, Fond će jednokratno isplatiti odobrena sredstva korisniku u roku od 30 dana od datuma stupanja na snagu Odluke.
Izvor: [Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25), str. 8], str. 8

Uzimajući u obzir drugi priložen dokument, Fond može zatražiti pojašnjenje elektroničkom poštom putem adrese pojasnjenja@fzoeu.hr. Traženje pojašnjenja ne utječe na redoslijed zaprimanja prijave, ako se ne dostavi u zadanom roku smatra se da je prijavitelj odustao od prijave te se ona dalje ne razmatra.
Izvor: [Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25), str. 7], str. 7",0.0,1.0,1.0,1.0,"[{'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 8, 'kategorija': 'Financiranje i potpore'}, {'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 7, 'kategorija': 'Financiranje i potpore'}]"
