id,document,category,question,ground_truth,generated_answer,answer_relevancy,faithfulness,context_precision,context_recall,sources_meta
MET-03,Metodologija provođenja energetskog pregleda zgrada 2021,Energetska učinkovitost,Koje mjere povećanja energetske učinkovitosti obuhvaća građevinska (vanjska) ovojnica zgrade prema Metodologiji 2021?,"Mjere energetske učinkovitosti na vanjskoj ovojnici zgrade obuhvaćaju toplinsku izolaciju vanjskih zidova, ravnih krovova, kosih krovova i stropova prema provjetravanom tavanu, zidova prema negrijanim prostorima, stropova iznad vanjskog zraka, zidova i podova prema tlu te toplinskih mostova; brtvljenje i izmjenu stolarije/bravarije; toplinsku izolaciju kutija za rolete te ugradnju zaštite od Sunčevog zračenja. To su sve mjere na građevinskoj ovojnici koje doprinose smanjenju potrebne energije za grijanje i hlađenje zgrade.","U Metodologiji provođenja energetskog pregleda zgrada 2021, mjere povećanja energetske učinkovitosti kod sustava grijanja i pripreme potrošne tople vode (PTV) uključuju korištenje alternativnih/obnovljivih izvora energije, a to su:

*   korištenje biomase
*   korištenje energije Sunčevog zračenja
*   korištenje geotermalne energije
*   kogeneracija/trigeneracija

Izvor: [Metodologija provođenja energetskog pregleda zgrada 2021, str. 198]",0.5975,1.0,0.5,1.0,"[{'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 198, 'kategorija': 'Obnovljivi izvori energije'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 2, 'kategorija': 'Energetski pregled zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 192, 'kategorija': 'Obnovljivi izvori energije'}]"
MET-04,Metodologija provođenja energetskog pregleda zgrada 2021,Energetska učinkovitost,Za koje sustave i uz koji prag nazivne snage je prema Metodologiji 2021 obvezan redoviti pregled sustava grijanja i hlađenja prostora?,"Redoviti pregled sustava grijanja prostora obvezno se provodi za sve dostupne dijelove centralnog sustava grijanja ili kombiniranog sustava grijanja i prisilne ventilacije/klimatizacije nazivne toplinske snage veće od 70 kW (izvor toplinske energije, cirkulacijske crpke i sustav regulacije). Redoviti pregled sustava hlađenja prostora obvezan je za centralne sustave hlađenja nazivne rashladne snage veće od 70 kW. Kod više centralnih izvora koji rade zajednički, ukupna se nazivna snaga računa kao zbroj pojedinačnih snaga.","Prema Metodologiji provođenja energetskog pregleda zgrada 2021., redoviti pregled sustava grijanja i hlađenja prostora obvezan je u sljedećim slučajevima:

1.  **Za kompleks zgrade koji se sastoji od više zasebnih zgrada odnosno samostalnih uporabnih cjelina s centralno izvedenom toplinskom/rashladnom energijom:** Izrađuje se zajedničko izvješće za cijeli kompleks za sustav grijanja i/ili hlađenja.
2.  **U slučajevima kada je obvezan redoviti pregled sustava grijanja prostora** ako:
    *   postoji obveza provođenja redovitog pregleda sustava grijanja prostora i promatrana tlačno/odsisna klima komora ima samo grijač ili,
    *   postoji obveza provođenja redovitog pregleda sustava grijanja prostora, a ne postoji obveza provođenja redovitog pregleda sustava hlađenja prostora, te promatrana tlačno/odsisna klima komora ima grijač i hladnjak.
3.  **U slučajevima kada je obvezan redoviti pregled sustava hlađenja prostora** ako:
    *   postoji obveza provođenja redovitog pregleda sustava hlađenja prostora i promatrana tlačno/odsisna klima komora ima grijač i hladnjak ili samo hladnjak.
4.  **Za zgrade s redovitim pregledom sustava grijanja i hlađenja prostora.**

Nema navedenog praga nazivne snage za obveznost provođenja redovitog pregleda. Pregled je obvezan ovisno o konfiguraciji i načinu izvođenja grijanja i hlađenja u zgradi.

Izvor: [Metodologija provođenja energetskog pregleda zgrada 2021, str. 271]",0.0,0.7778,1.0,0.6667,"[{'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 274, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 272, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 271, 'kategorija': 'Mjere obnove zgrada'}]"
VEN-01,"Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada",Tehnički propisi,Koje uvjete moraju ispunjavati tehnička svojstva sustava ventilacije prema Tehničkom propisu o sustavima ventilacije?,"Tehnička svojstva sustava ventilacije moraju biti takva da tijekom trajanja zgrade podnesu utjecaje uobičajene uporabe i okoliša tako da se u slučaju požara spriječi širenje vatre i dima unutar zgrade i na susjedne građevine, da se zadovolje uvjeti kvalitete zraka i spriječi sakupljanje vlage, da se izbjegnu moguće ozljede korisnika te da razina buke ne ugrožava zdravlje i osigurava noćni mir. Kod sustava s procesom grijanja zraka, djelomične klimatizacije i klimatizacije dodatno se moraju osigurati zadovoljavajući toplinski uvjeti uz potrošnju energije jednaku ili nižu od propisane.","Tehnička svojstva sustava ventilacije s procesom grijanja zraka, sustava djelomične klimatizacije i sustava klimatizacije moraju biti takva da tijekom trajanja zgrade u koju su ugrađeni podnesu sve utjecaje uobičajene uporabe i utjecaje okoliša tako da:

1.  Ispunje sve uvjete iz stavka 1. ovoga članka.
2.  Osiguraju zadovoljavajući toplinski uvjeti u zgradi uz potrošnju energije jednaku ili nižu od potrošnje određene posebnim propisom.

Izvor: [Tehnički propis o sustavima ventilacije, str. 8]",0.0,1.0,0.5,1.0,"[{'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 6, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 8, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 276, 'kategorija': 'Mjere obnove zgrada'}]"
VEN-02,"Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada",Tehnički propisi,Što mora sadržavati strojarski projekt sustava ventilacije kao sastavni dio glavnog projekta zgrade prema Tehničkom propisu?,"Strojarski projekt sustava mora u tehničkom opisu sadržavati opis rada sustava i procesa gospodarenja energijom, utjecaj sustava na okoliš (buka, vibracije, zagađenost, povrat topline), rješenje ugradnje i pričvršćenja na nosivu konstrukciju, određivanje dijelova za sprječavanje širenja vatre i dima te uvjete održavanja. U proračunima mora sadržavati termodinamički proračun toplinskih opterećenja, proračun tehničkih svojstava komponenata, hidrauličke proračune vodnih i zračnih sustava te proračun sustava povrata energije za uređaje s količinom vanjskog zraka većom od 2 500 m³/h.","Strojarski projekt sustava ventilacije, kao sastavni dio glavnog projekta zgrade, mora sadržavati sljedeće:

1.  Nacrte (tlocrti, presjeke, poglede) i prostorne prikaze sa točnim položajem sustava u zgradi.
2.  Funkcionalne sheme sustava.
3.  U nacrtima:
    *   Položaj prodora i prolaza ventilacijskih kanala i cijevnog razvoda energetskih medija u zgradi.
    *   Položaj ulaznih i izlaznih otvora ventilacijskih kanala.

Izvor: [Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada, str. 12]",0.0,0.9,0.0,1.0,"[{'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 9, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 12, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 22, 'kategorija': 'Mjere obnove zgrada'}]"
VEN-03,"Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada",Tehnički propisi,Što nadzorni inženjer mora provjeriti neposredno prije početka izvođenja sustava ventilacije prema Prilogu B Tehničkog propisa?,"Nadzorni inženjer mora neposredno prije početka izvođenja sustava provjeriti postoji li isprava o sukladnosti u skladu s posebnim propisima za građevne, strojarske i druge proizvode koji se ugrađuju te jesu li iskazana svojstva sukladna zahtjevima iz projekta zgrade; provjeriti jesu li ti proizvodi ugrađeni u skladu s projektom zgrade i/ili tehničkom uputom za ugradnju i uporabu, s Prilogom A propisa i odredbama posebnih propisa; te dokumentirati nalaze svih provedenih provjera zapisom u građevinski dnevnik.","Nadzorni inženjer mora provjeriti sljedeće prije početka izvođenja sustava ventilacije prema Prilogu B Tehničkog propisa:

1.  Izvanredni pregled sustava koji uključuje ispitivanja odgovarajućom primjenom normi iz točke D.4.2. normama na koje te norme upućuju, te odredbi ovog priloga i posebnih propisa.
2.  Da se zamjena dijelova sustava provede na način da se tim radovima ne utječe na zatečena tehnička svojstva zgrade koja nisu u vezi s ventilacijom.

Izvor: [Tehnički propis o sustavima ventilacije, str. 24]",0.0,1.0,0.3333,1.0,"[{'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 24, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 206, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 12, 'kategorija': 'Mjere obnove zgrada'}]"
VEN-04,"Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada",Tehnički propisi,Koliko se često provode redoviti pregledi sustava ventilacije tijekom održavanja i za koje je sustave ispitivanje obvezno prema Tehničkom propisu?,"Učestalost redovitih pregleda u svrhu održavanja sustava provodi se sukladno zahtjevima projekta zgrade, ali ne rjeđe od jednom godišnje. Ispitivanje sustava tijekom održavanja obvezno je za sustave ogrjevnog učina preko 20 kW i rashladnog učina preko 12 kW. Prigodom pregleda sustav se obvezno čisti i dezinficira.","Prema navedenim dokumentima, redoviti pregledi sustava ventilacije provode se kao dio održavanja. Konkretno, redoviti pregled sustava prisilne ventilacije/klimatizacije je uključen u Metodologiju provođenja energetskog pregleda zgrada.

Prema Tehničkom propisu o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada (članak 11.), tehnička svojstva sustava moraju biti takva da ispunjavaju zahtjeve Propisa, uz ispunjenje drugih bitnih zahtjeva za zgradu. Članak 12. propisuje da sustavi nakon rekonstrukcije odnosno adaptacije zgrade čiji su sastavni dio, moraju imati tehnička svojstva propisana člankom 9. stavkom 1. i 2. i člankom 11. ovoga Propisa.

Izvor: [Metodologija provođenja energetskog pregleda zgrada 2021], str. 276
Izvor: [Tehnički propis o sustavima ventilacije], str. 9",0.4539,0.5,0.3333,0.6667,"[{'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 277, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Tehnički propis o sustavima ventilacije, djelomične klimatizacije i klimatizacije zgrada', 'stranica': 9, 'kategorija': 'Mjere obnove zgrada'}, {'naziv_dokumenta': 'Metodologija provođenja energetskog pregleda zgrada 2021', 'stranica': 276, 'kategorija': 'Mjere obnove zgrada'}]"
JPO-01,Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25),Financiranje i potpore,Tko može biti korisnik sredstava i koje uvjete mora ispuniti prijavitelj na Javni poziv EnU-6/25?,"Korisnici sredstava mogu biti fizičke osobe – građani, vlasnici ili suvlasnici obiteljske kuće koji u trenutku puštanja fotonaponske elektrane u pogon imaju prebivalište na adresi i mjestu kuće. Prijavitelj mora uložiti vlastita sredstva, nemati dospjelih nepodmirenih dugovanja prema Fondu te dostaviti svu obveznu dokumentaciju sukladno Pozivu.","Korisnici sredstava u smislu ovog Poziva su fizičke osobe – građani, vlasnici ili suvlasnici obiteljske kuće.

Prijavitelj mora ispuniti sljedeće uvjete:

1.  Imajući na umu da je poziv [NEAKTIVAN / rok istekao], prijavitelj mora imati prebivalište na adresi i mjestu kuće u trenutku puštanja fotonaponske elektrane u pogon.
2.  U iznimnom slučaju, ako je jedan od suvlasnika obiteljske kuće Republika Hrvatska (RH) ili jedinica lokalne samouprave (JLP(R)S), korisnici mogu biti fizičke osobe - građani koji su suvlasnici 50% i više bruto podne površine obiteljske kuće.
3.  Fizičke osobe – građani koji 50% i više bruto podne površine obiteljske kuće koriste za obavljanje gospodarske djelatnosti ne mogu biti korisnici sredstava Fonda.

Izvor: [Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25), str. 2]",0.0,1.0,0.5,0.5,"[{'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 6, 'kategorija': 'Financiranje i potpore'}, {'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 2, 'kategorija': 'Financiranje i potpore'}, {'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 7, 'kategorija': 'Financiranje i potpore'}]"
JPO-02,Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25),Financiranje i potpore,Koji je minimalni stupanj korisnog djelovanja fotonaponskih modula za prihvatljivost sufinanciranja prema Javnom pozivu EnU-6/25?,Za sufinanciranje su prihvatljivi ugrađeni fotonaponski sunčani moduli stupnja korisnog djelovanja od najmanje 18%.,"Minimalni stupanj korisnog djelovanja fotonaponskih sunčanih modula za prihvatljivost sufinanciranja prema Javnom pozivu EnU-6/25 je najmanje 18%.

Izvor: [Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25), str. 1]",0.4875,0.5,1.0,1.0,"[{'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 3, 'kategorija': 'Financiranje i potpore'}, {'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 1, 'kategorija': 'Financiranje i potpore'}]"
JPO-03,Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25),Financiranje i potpore,Koji je iznos potpore po kW i maksimalni udio sufinanciranja opravdanih troškova prema Javnom pozivu EnU-6/25?,"Sredstva se dodjeljuju u visini od 600 eura po kW nazivne snage ugrađene fotonaponske elektrane, a najviše do 50% opravdanih troškova Projekta.","Na temelju priloženog konteksta, nema informacija o iznosu potpore po kW ili maksimalnom udaju sufinanciranja opravdanih troškova u okviru javnog natčaja EnU-6/25. Kontekst se odnosi na zakonske propise i postupke ishođenja dozvole za izgradnju proizvodnih postrojenja iz obnovljivih izvora energije, uključujući ZOC i TP ugovore, te pravna pitanja vezana uz zajednice obnovljive energije.
Izvor: [Priručnik o postupcima ishođenja dozvola za izgradnju proizvodnog postrojenja iz obnovljivih izvora energije - Električna energija], str. 93; [Zakon o obnovljivim izvorima energije i visokoučinkovitoj kogeneraciji], str. 50-54
",0.0,0.7143,0.0,0.0,"[{'naziv_dokumenta': 'Priručnik o postupcima ishođenja dozvola za izgradnju proizvodnog postrojenja iz obnovljive energije - Električna energija', 'stranica': 93, 'kategorija': 'Obnovljivi izvori energije'}, {'naziv_dokumenta': 'Zakon o obnovljivim izvorima energije i visokoučinkovitoj kogeneraciji', 'stranica': 54, 'kategorija': 'Obnovljivi izvori energije'}, {'naziv_dokumenta': 'Zakon o obnovljivim izvorima energije i visokoučinkovitoj kogeneraciji', 'stranica': 50, 'kategorija': 'Obnovljivi izvori energije'}]"
JPO-04,Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25),Financiranje i potpore,U kojem roku i na koji način Fond isplaćuje odobrena sredstva korisniku prema Javnom pozivu EnU-6/25?,"Fond odobrena sredstva isplaćuje jednokratno na IBAN korisnika, u roku od 30 dana od dana stupanja na snagu Odluke o odabiru korisnika i dodjeli sredstava.","Odobrena sredstva Fond će isplatiti jednokratno na IBAN korisnika, u roku od 30 dana od dana stupanja na snagu Odluke.

Izvor: [Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25), str. 8 [NEAKTIVAN / rok istekao]]",0.546,1.0,1.0,1.0,"[{'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 8, 'kategorija': 'Financiranje i potpore'}, {'naziv_dokumenta': 'Javni poziv za poticanje ugradnje fotonaponskih elektrana u obiteljskim kućama (EnU-6/25)', 'stranica': 7, 'kategorija': 'Financiranje i potpore'}]"
